Wall time,Step,Value
1575349131.0111613,42,148.51612854003906
1575349132.6693156,94,148.51612854003906
1575349135.0054111,167,148.51612854003906
1575349137.009374,229,148.51612854003906
1575349137.1422858,234,148.51612854003906
1575349138.372284,273,148.51612854003906
1575349139.4795718,308,148.51612854003906
1575349139.4989657,310,148.51612854003906
1575349139.7478034,318,148.51612854003906
1575349144.8059888,474,154.28421020507812
1575349147.0711567,536,154.28421020507812
1575349148.4682038,579,154.28421020507812
1575349148.7215102,586,154.28421020507812
1575349150.5976682,634,154.28421020507812
1575349151.0821867,647,154.28421020507812
1575349153.5996885,714,154.28421020507812
1575349156.9817717,808,154.28421020507812
1575349164.0178065,1014,154.28421020507812
1575349165.7707922,1066,154.28421020507812
1575349174.748441,1316,154.28421020507812
1575349175.3473454,1333,154.28421020507812
1575349175.5088766,1337,154.28421020507812
1575349177.2550855,1385,154.28421020507812
1575349177.5377457,1392,154.28421020507812
1575349179.2512112,1436,154.28421020507812
1575349188.4962814,1691,154.28421020507812
1575349190.0695066,1734,154.28421020507812
1575349190.220622,1737,154.28421020507812
1575349195.384678,1877,154.28421020507812
1575349196.7569358,1917,154.28421020507812
1575349201.068314,2036,154.28421020507812
1575349203.2373707,2096,154.28421020507812
1575349206.711965,2199,154.28421020507812
1575349208.9893034,2262,154.28421020507812
1575349210.7078345,2307,154.28421020507812
1575349213.7588403,2389,154.28421020507812
1575349215.463863,2436,152.8854217529297
1575349217.2908878,2485,152.8854217529297
1575349217.3014843,2486,152.8854217529297
1575349217.7327547,2498,152.8854217529297
1575349218.9745686,2532,152.8854217529297
1575349224.1946003,2685,152.8854217529297
1575349226.0720134,2740,152.8854217529297
1575349236.7724397,3038,152.8854217529297
1575349243.6658933,3230,152.8854217529297
1575349244.283954,3246,152.8854217529297
1575349246.5693283,3305,157.89691162109375
1575349257.4569256,3618,163.81817626953125
1575349257.5705745,3620,163.81817626953125
1575349259.2287416,3670,163.81817626953125
1575349261.7246675,3741,163.81817626953125
1575349264.1770546,3814,163.81817626953125
1575349264.4371567,3821,163.81817626953125
1575349268.2419639,3928,163.81817626953125
1575349269.2637653,3956,163.81817626953125
1575349272.3650446,4036,163.81817626953125
1575349277.8874934,4196,163.81817626953125
1575349281.969152,4317,168.52000427246094
1575349284.793163,4400,168.52000427246094
1575349287.931878,4492,168.52000427246094
1575349288.4837694,4509,168.52000427246094
1575349293.8882515,4668,168.52000427246094
1575349294.1574295,4676,168.52000427246094
1575349298.0110798,4788,168.52000427246094
1575349304.1366231,4971,168.52000427246094
1575349308.7463222,5106,168.52000427246094
1575349309.7021928,5134,168.52000427246094
1575349317.2894356,5345,168.52000427246094
1575349317.738748,5359,168.52000427246094
1575349324.744037,5549,168.52000427246094
1575349329.3340569,5679,168.52000427246094
1575349330.9379396,5723,168.52000427246094
1575349334.0062013,5808,168.52000427246094
1575349336.1038346,5864,168.52000427246094
1575349336.2791061,5871,168.52000427246094
1575349337.594794,5907,168.52000427246094
1575349340.4748912,5990,168.52000427246094
1575349348.1219325,6200,168.52000427246094
1575349348.703487,6219,168.52000427246094
1575349351.0972142,6289,168.52000427246094
1575349361.4054728,6574,167.4199981689453
1575349362.3900614,6603,167.4199981689453
1575349365.9089038,6699,167.4199981689453
1575349366.3130386,6711,167.4199981689453
1575349371.361225,6854,167.4199981689453
1575349375.4642227,6966,170.60000610351562
1575349380.508631,7114,170.60000610351562
1575349381.9000187,7155,170.60000610351562
1575349389.8763485,7382,170.60000610351562
