Wall time,Step,Value
1575348657.6643229,18,17.96617889404297
1575348657.8070002,42,12.520594596862793
1575348657.8245237,45,22.195690155029297
1575348657.9801886,71,10.01524829864502
1575348658.1147726,94,21.08926773071289
1575348658.4682581,155,42.79259490966797
1575348658.4859705,158,55.338356018066406
1575348658.5389237,167,36.264827728271484
1575348658.9078863,229,84.8106460571289
1575348658.940205,234,186.94276428222656
1575348659.076509,255,14.529998779296875
1575348659.1537416,267,35.99338912963867
1575348659.1930878,273,53.777099609375
1575348659.412,308,39.19959259033203
1575348659.4246306,310,37.71322250366211
1575348659.4772651,318,23.538543701171875
1575348659.6643002,347,26.908376693725586
1575348659.7930677,367,68.89634704589844
1575348660.1170292,421,47.64051055908203
1575348660.353236,460,23.28890609741211
1575348660.434625,474,97.560302734375
1575348660.7974205,536,50.915653228759766
1575348660.960514,563,50.22824478149414
1575348661.067245,579,28.07451057434082
1575348661.1083913,586,198.56634521484375
1575348661.1144335,587,118.26922607421875
1575348661.3250716,620,62.638790130615234
1575348661.4188192,634,38.82180404663086
1575348661.5060556,647,82.200927734375
1575348661.5934532,661,38.91582489013672
1575348661.6517532,671,29.74566650390625
1575348661.9251182,714,237.03286743164062
1575348661.9837701,722,235.2095184326172
1575348662.0409229,730,141.24761962890625
1575348662.2799826,765,31.57295799255371
1575348662.3086119,769,33.88945770263672
1575348662.3225977,771,50.052886962890625
1575348662.4111311,785,23.860126495361328
1575348662.422884,787,49.55601501464844
1575348662.4659407,794,40.878746032714844
1575348662.522159,802,43.284664154052734
1575348662.5677059,808,23.62029266357422
1575348662.754482,836,1133.3804931640625
1575348663.4345791,945,62.79227828979492
1575348663.6105971,971,302.8719482421875
1575348663.617125,972,160.86622619628906
1575348663.6538715,978,77.0140380859375
1575348663.6942093,984,183.67279052734375
1575348663.813925,1002,42.014976501464844
1575348663.8333642,1005,53.52982711791992
1575348663.8920367,1014,66.81864166259766
1575348664.1960332,1063,95.47621154785156
1575348664.2141042,1066,76.35791015625
1575348664.2918723,1078,54.988468170166016
1575348664.3979483,1093,66.61235809326172
1575348664.4405038,1099,41.49401092529297
1575348664.474266,1104,36.13724899291992
1575348664.817173,1156,30.184764862060547
1575348664.8492715,1161,30.375398635864258
1575348664.8557272,1162,30.268857955932617
1575348664.9682152,1180,28.369754791259766
1575348665.0582967,1193,40.738304138183594
1575348665.3749006,1244,40.85675811767578
1575348665.495353,1261,38.749908447265625
1575348665.900178,1316,771.0293579101562
1575348665.9217227,1319,34.459171295166016
1575348666.0119445,1333,342.5165100097656
1575348666.03767,1337,30.509204864501953
1575348666.3600156,1385,38.25981903076172
1575348666.4017231,1392,28.384841918945312
1575348666.5313,1414,576.1528930664062
1575348666.616963,1426,81.42478942871094
1575348666.6805449,1436,30.542644500732422
1575348666.877741,1466,44.92565155029297
1575348666.951579,1477,39.64593505859375
1575348667.0451174,1491,643.41064453125
1575348667.2658806,1523,709.8519897460938
1575348667.461109,1552,109.62451934814453
1575348667.5647717,1568,1627.9288330078125
1575348667.6628504,1584,92.43290710449219
1575348667.6880589,1588,263.02117919921875
1575348667.7955744,1605,45.12028884887695
1575348668.0107346,1640,41.808555603027344
1575348668.2670956,1682,28.93128776550293
1575348668.32164,1691,30.81765365600586
1575348668.3929765,1702,26.84737777709961
1575348668.4396372,1709,23.947254180908203
1575348668.4973207,1718,27.20885467529297
1575348668.5865433,1732,19.235227584838867
1575348668.600069,1734,35.15748596191406
1575348668.6194673,1737,58.750370025634766
1575348668.9175913,1781,30.255008697509766
1575348669.215327,1826,28.834413528442383
1575348669.3327243,1844,26.716373443603516
1575348669.3865142,1853,32.82307052612305
1575348669.4652054,1866,26.35266876220703
1575348669.4838195,1869,22.61078643798828
1575348669.5399935,1877,30.530227661132812
1575348669.8159666,1917,17.483257293701172
1575348669.9275594,1934,59.69795227050781
1575348669.9947174,1944,51.61988067626953
1575348670.0168266,1947,42.48754119873047
1575348670.382757,2001,16.41984748840332
1575348670.4583628,2013,16.96303939819336
1575348670.6046162,2036,46.53934097290039
1575348670.8875241,2076,24.787206649780273
1575348670.8945072,2077,20.19361114501953
1575348670.9455993,2085,22.77843475341797
1575348670.9695406,2089,13.18597412109375
1575348671.0119972,2096,38.09782409667969
1575348671.3902268,2149,34.96460723876953
1575348671.4331036,2156,73.91714477539062
1575348671.6254153,2187,239.16769409179688
1575348671.6562757,2191,35.92288589477539
1575348671.7151403,2199,60.797340393066406
1575348671.7712066,2207,31.321304321289062
1575348671.8008173,2211,14.889875411987305
1575348671.9393399,2231,28.602508544921875
1575348671.9750886,2236,31.738262176513672
1575348671.9824262,2237,37.961143493652344
1575348672.1202915,2257,57.60707092285156
1575348672.1527646,2262,41.354225158691406
1575348672.2679322,2281,24.405803680419922
1575348672.363291,2297,18.215795516967773
1575348672.4276705,2307,23.431941986083984
1575348672.5153165,2319,44.10606002807617
1575348672.6807392,2345,40.06078338623047
1575348672.737579,2354,39.618690490722656
1575348672.9666169,2389,35.5857048034668
1575348672.9728334,2390,33.141544342041016
1575348672.984908,2392,27.762147903442383
1575348673.2909718,2436,42.51375961303711
1575348673.3480947,2444,23.84014129638672
1575348673.4105406,2453,55.69219970703125
1575348673.4229617,2455,25.433555603027344
1575348673.4566982,2460,26.31276512145996
1575348673.6295013,2485,32.15259552001953
1575348673.6358821,2486,33.30841827392578
1575348673.6995318,2496,45.51164627075195
1575348673.7113523,2498,622.076416015625
1575348673.7409887,2503,24.429027557373047
1575348673.825744,2517,347.404541015625
1575348673.8616233,2523,333.3688049316406
1575348673.9272249,2532,47.323204040527344
1575348674.0335026,2547,32.01295471191406
1575348674.0753198,2553,33.74808120727539
1575348674.4388838,2606,23.948165893554688
1575348674.9611318,2685,31.300060272216797
1575348675.0871952,2703,35.03942108154297
1575348675.3481653,2740,29.196043014526367
1575348675.444466,2754,637.3856201171875
1575348675.7085187,2789,74.74748229980469
1575348676.2767582,2872,42.65091323852539
1575348676.444184,2896,15.290351867675781
1575348676.922102,2967,27.69534683227539
1575348676.9747677,2975,178.15045166015625
1575348677.196312,3011,36.24345397949219
1575348677.3615246,3038,50.00054931640625
1575348677.3794818,3041,32.98016357421875
1575348677.7640889,3099,22.595657348632812
1575348678.192595,3161,259.15972900390625
1575348678.3021555,3177,84.93159484863281
1575348678.4350154,3195,57.83849334716797
1575348678.4425204,3196,88.21308898925781
1575348678.685907,3230,82.97987365722656
1575348678.7549076,3240,33.83760452270508
1575348678.7771518,3243,25.516704559326172
1575348678.7844834,3244,71.24586486816406
1575348678.799343,3246,54.3486328125
1575348678.8064315,3247,57.698143005371094
1575348679.1803792,3305,24.4967041015625
1575348679.435112,3345,41.43555450439453
1575348679.6533396,3376,68.21465301513672
1575348679.845245,3403,280.20391845703125
1575348679.8802438,3408,48.43122100830078
1575348680.0425043,3430,24.238767623901367
1575348680.1813104,3449,97.13933563232422
1575348680.2859697,3464,19.373966217041016
1575348680.4021873,3480,71.7895736694336
1575348680.605557,3509,37.67742919921875
1575348680.6262567,3512,43.4588623046875
1575348680.790472,3537,52.3624267578125
1575348681.1749227,3600,30.256336212158203
1575348681.28422,3618,66.2417984008789
1575348681.2962258,3620,25.68718147277832
1575348681.3083153,3622,71.15907287597656
1575348681.3445966,3628,45.155174255371094
1575348681.539062,3656,58.92463302612305
1575348681.6203663,3670,42.19966125488281
1575348681.9784493,3726,33.514869689941406
1575348682.0061507,3730,44.47889709472656
1575348682.0835826,3741,139.6575164794922
1575348682.4441488,3793,29.93375015258789
1575348682.5827832,3814,40.327735900878906
1575348682.6212971,3819,458.44586181640625
1575348682.6353605,3821,26.6190185546875
1575348682.7025902,3831,14.155442237854004
1575348682.9275527,3864,38.790740966796875
1575348683.007502,3876,40.02458190917969
1575348683.352905,3928,24.81657600402832
1575348683.5360763,3956,14.536609649658203
1575348683.7216296,3984,88.63465881347656
1575348683.9778216,4022,24.732955932617188
1575348684.0511537,4033,54.09986114501953
1575348684.0701272,4036,23.932546615600586
1575348684.4325018,4093,37.61137390136719
1575348684.4664118,4098,23.69744110107422
1575348684.5344026,4109,134.4176788330078
1575348685.0047934,4182,22.926084518432617
1575348685.0773172,4194,17.126710891723633
1575348685.0893464,4196,33.30965042114258
1575348685.1200309,4201,24.601882934570312
1575348685.1261692,4202,32.570533752441406
1575348685.2932382,4227,31.801883697509766
1575348685.323009,4232,30.118820190429688
1575348685.342643,4235,63.546844482421875
1575348685.4074621,4243,30.43070411682129
1575348685.548669,4263,22.554080963134766
1575348685.5702777,4266,32.0754280090332
1575348685.6803808,4282,28.63011932373047
1575348685.834344,4304,113.90901184082031
1575348685.9312217,4317,32.83124923706055
1575348685.9443042,4319,25.844505310058594
1575348686.2921572,4369,34.75016403198242
1575348686.4650483,4393,169.27609252929688
1575348686.5165083,4400,53.62598419189453
1575348686.562418,4406,343.6273498535156
1575348686.7338767,4430,100.07849884033203
1575348686.7565768,4433,45.02510070800781
1575348687.1685512,4492,65.38782501220703
1575348687.2853436,4509,73.63296508789062
1575348687.431145,4530,33.30732727050781
1575348687.7730596,4578,53.63990783691406
1575348687.7933998,4581,20.477519989013672
1575348688.1141455,4628,30.281925201416016
1575348688.3079016,4656,23.23558807373047
1575348688.364026,4664,32.2772216796875
1575348688.3902748,4668,36.741981506347656
1575348688.440118,4676,240.85450744628906
1575348688.6850507,4713,36.48553466796875
1575348688.7153091,4718,14.99398136138916
1575348688.9219472,4750,58.964054107666016
1575348688.9698837,4758,33.66923141479492
1575348689.023924,4767,42.57163619995117
1575348689.157526,4788,37.408206939697266
1575348689.2432725,4800,36.91908645629883
1575348689.2563164,4802,32.42656326293945
1575348689.503808,4840,65.66527557373047
1575348689.5838685,4852,141.6273956298828
1575348689.841026,4894,201.2498016357422
1575348690.2973912,4962,28.345680236816406
1575348690.3519542,4971,24.277923583984375
1575348690.3710063,4974,24.515209197998047
1575348690.8787336,5050,22.761993408203125
1575348690.892954,5052,249.49549865722656
1575348690.899924,5053,15.958614349365234
1575348691.2385144,5106,34.24602127075195
1575348691.4434743,5134,22.292911529541016
1575348691.8823955,5200,10.830301284790039
1575348692.1280549,5239,33.516632080078125
1575348692.6908786,5329,22.631561279296875
1575348692.785951,5345,28.60553741455078
1575348692.8695245,5359,24.695781707763672
1575348693.260504,5420,21.719390869140625
1575348693.4093118,5442,27.182817459106445
1575348693.7478313,5495,27.41763687133789
1575348693.8845968,5515,33.871524810791016
1575348693.8983016,5517,43.88816452026367
1575348694.109111,5549,69.01288604736328
1575348694.2813072,5573,62.65034484863281
1575348694.3792112,5587,556.179443359375
1575348694.711593,5630,22.397144317626953
1575348694.9143155,5658,15.751506805419922
1575348694.9284365,5660,474.0854187011719
1575348694.955355,5664,36.91352081298828
1575348695.0548089,5679,18.776023864746094
1575348695.3322105,5720,28.726486206054688
1575348695.354171,5723,28.55154037475586
1575348695.7612927,5776,30.572338104248047
1575348695.9874182,5807,56.746219635009766
1575348695.9952726,5808,45.55261993408203
1575348696.1157236,5825,40.29414367675781
1575348696.13697,5828,26.500659942626953
1575348696.3686762,5862,25.419031143188477
1575348696.383608,5864,25.679893493652344
1575348696.4361227,5871,23.871183395385742
1575348696.6937773,5907,20.039539337158203
1575348696.8458335,5928,15.218866348266602
1575348697.0142717,5952,418.9542236328125
1575348697.0472555,5957,248.22195434570312
1575348697.0920107,5963,21.4013614654541
1575348697.2919292,5990,21.57802963256836
1575348697.4361296,6010,17.09808921813965
1575348697.473196,6015,17.072574615478516
1575348697.5794802,6030,24.08222198486328
1575348697.6129365,6035,16.263328552246094
1575348697.937136,6078,14.917289733886719
1575348698.1097944,6103,12.903074264526367
1575348698.1219728,6105,23.438339233398438
1575348698.2208207,6121,20.036819458007812
1575348698.283838,6131,23.485252380371094
1575348698.622388,6181,17.292583465576172
