Wall time,Step,Value
1573082862.289693,50672,1.019106388092041
1573082901.4756665,51900,0.9729795455932617
1573082909.9777527,52148,1.0006392002105713
1573082916.4258132,52348,0.9749772548675537
1573083029.5533576,55748,0.8967863321304321
1573083068.5284429,56952,1.0031919479370117
1573083142.8431778,59232,0.7804866433143616
1573083153.3871412,59560,0.6206273436546326
1573083165.9483707,59948,0.558257520198822
1573083263.8992598,62988,0.48275941610336304
1573083429.559553,67972,0.2804107367992401
1573083513.782241,70540,0.11800258606672287
1573083616.9017334,73632,0.13458457589149475
1573083724.9791286,76848,0.12780681252479553
1573083758.7473347,77868,0.12032145261764526
1573083824.6960268,79856,0.09987398982048035
1573083868.4311793,81196,0.12823009490966797
1573083872.9957712,81336,0.12467959523200989
1573084058.334453,87044,0.1229042261838913
1573084085.3880534,87876,0.09022822231054306
1573084208.8099973,91600,0.20890769362449646
1573084276.2590268,93624,0.188038170337677
1573084284.3769627,93868,0.20852386951446533
1573084357.9888637,96132,0.18690381944179535
1573084415.552295,97880,0.19076451659202576
1573084535.626729,101512,0.1690651923418045
1573084723.7252347,107180,0.15513382852077484
1573084773.2883742,108676,0.12941232323646545
1573084788.3004675,109120,0.15694472193717957
1573084965.6015863,114468,0.02679324336349964
1573085063.4584208,117432,0.024181803688406944
1573085124.9988801,119272,0.030785180628299713
1573085154.9956498,120176,0.026047036051750183
1573085428.863787,128564,0.02281426638364792
1573085483.6285405,130252,0.42532050609588623
1573085546.6002302,132160,0.2610322833061218
1573085551.7535372,132316,0.2781335115432739
1573085587.7575624,133424,0.2603076696395874
1573085625.1768339,134580,0.2644542455673218
1573085647.8747137,135280,0.28405267000198364
1573085782.9452066,139324,0.26405492424964905
1573085786.7070587,139436,0.3575693368911743
1573085909.8550777,143148,0.23650430142879486
1573085919.7033389,143448,0.21549496054649353
1573085928.411798,143712,0.2035040408372879
1573085959.8847365,144684,0.19877974689006805
1573085963.889279,144808,0.242203027009964
1573086022.396507,146592,0.29640769958496094
1573086045.2481306,147292,0.03864329680800438
1573086097.7963324,148912,0.03089873306453228
1573086124.6448438,149740,0.030597202479839325
1573086166.15199,151016,0.04009781777858734
1573086655.7208495,165884,0.03134388104081154
1573086659.1409435,165988,0.026662791147828102
1573086769.873657,169320,0.16772139072418213
1573086873.911085,172452,0.06017591431736946
1573086886.3039331,172828,0.07022999227046967
1573086984.0023627,175776,0.05636037513613701
1573087049.297686,177748,0.05643527954816818
1573087114.3877575,179744,0.05151394009590149
1573087212.4599702,182728,0.044553905725479126
1573087285.005676,184952,0.054446280002593994
1573087286.561008,185000,0.05021536350250244
1573087291.2146263,185144,0.04642443358898163
1573087298.3679657,185360,0.058922842144966125
1573087303.3192225,185508,0.049522411078214645
1573087368.0489097,187452,0.047506749629974365
1573087389.7923481,188104,0.040225572884082794
1573087399.6767497,188400,0.04411140829324722
1573087516.1655078,191936,0.05176877602934837
1573087577.863249,193816,0.03621827811002731
1573087588.740502,194152,0.05039096251130104
1573087665.348132,196520,0.03749968484044075
1573087669.218172,196640,0.04398931562900543
1573087694.0751164,197404,0.04810672253370285
1573087778.404082,199960,0.04685616120696068
1573087814.6814728,201060,0.036232270300388336
1573087829.4230833,201508,0.0371306836605072
1573087940.1156888,204884,0.039250023663043976
1573087955.6900342,205364,0.04238012805581093
1573088015.147282,207188,0.032625798135995865
1573088068.8768897,208812,0.04534924775362015
1573088212.3642614,213176,0.07065162807703018
1573088275.2403393,215088,0.06992892920970917
1573088389.0624106,218540,0.07140162587165833
1573088432.981087,219876,0.06563054025173187
1573088587.4784255,224560,0.06660239398479462
1573088597.1655874,224848,0.07142676413059235
1573088634.5260596,225976,0.046763330698013306
1573088661.524988,226804,0.06962354481220245
1573088668.1762483,227008,0.057453468441963196
1573088675.079962,227220,0.056936271488666534
1573088742.4381933,229268,0.05191689729690552
1573088761.8296068,229860,0.05747304856777191
1573088814.5338666,231492,0.05906083807349205
1573088939.080348,235340,0.05538332462310791
1573088949.3226318,235656,0.05984438210725784
1573089121.6119802,240980,0.05498463660478592
1573089150.7513134,241884,0.06182829663157463
1573089178.047026,242728,0.049430690705776215
1573089320.27441,247092,0.0509154312312603
1573089423.311335,250228,0.09449096024036407
1573089523.3819182,253280,0.09621584415435791
1573089564.6648946,254540,0.07793663442134857
1573089576.8829587,254912,0.08512219786643982
1573089651.7873812,257196,0.05726337805390358
1573089797.224186,261628,0.06698653101921082
1573089821.609341,262372,0.08447977900505066
1573089870.8860872,263876,0.07566621899604797
1573089922.4240756,265452,0.077867291867733
1573090247.4540136,275352,0.08247780799865723
1573090271.659825,276088,0.07152152061462402
1573090310.4431279,277284,0.06853067874908447
1573090562.4199107,284988,0.8333253860473633
1573090749.772202,290720,1.3314932584762573
1573090750.551462,290744,1.168587327003479
1573090788.3814547,291904,1.1177728176116943
1573091005.4461145,298560,0.8409291505813599
1573091207.2917883,304688,0.7044599056243896
1573091319.9716759,308088,0.6370832920074463
1573091468.116935,312576,0.8318831920623779
1573091618.1755142,317152,1.0605206489562988
1573091649.2011635,318088,0.67877197265625
1573091704.7388694,319764,0.794779896736145
1573091932.9928596,326744,0.8244525194168091
1573092002.531059,328880,0.7696800231933594
1573092028.517069,329664,0.5692345499992371
1573092099.7753067,331852,1.0173003673553467
1573092115.0444305,332324,1.1938676834106445
1573092125.169591,332628,0.911971390247345
1573092170.3262305,333988,0.8059948682785034
1573092226.8332193,335716,0.9246795177459717
1573092290.2526324,337628,1.0527461767196655
1573092297.0205529,337832,0.778104305267334
1573092304.3623402,338052,0.8031034469604492
1573092397.4014695,340896,0.6277377605438232
1573092434.7446132,342040,0.8833454847335815
1573092760.2958548,351952,0.05758145824074745
1573092855.6017463,354876,0.07793298363685608
1573092946.4527528,357628,0.06646029651165009
1573093117.8260179,362836,0.08478899300098419
1573093211.2488143,365684,0.06677743047475815
1573093218.1635833,365896,0.09966176003217697
1573093222.3668678,366024,0.08013276755809784
1573093404.5762348,371564,0.12449250370264053
1573093433.961523,372456,0.13567155599594116
1573093484.7206466,373988,0.11936022341251373
1573093487.253377,374064,0.13032299280166626
1573093930.423355,387640,0.11601570248603821
1573093955.7378988,388408,0.07694661617279053
1573094019.5276184,390360,0.0857064425945282
1573094140.2587593,394060,0.09573344886302948
1573094240.6542466,397124,0.09477360546588898
1573094251.8071222,397464,0.0908016562461853
1573094270.524358,398036,0.11627927422523499
1573094321.3205266,399576,0.08553122729063034
1573094418.6730952,402552,0.107111357152462
1573094488.6385932,404700,0.0912727490067482
1573094577.083298,407392,0.08002534508705139
