Wall time,Step,Value
1575845870.3286448,0,0.3212738037109375
1575845893.9387343,0,0.2371141016483307
1575845896.8607965,0,0.553066611289978
1575845907.5871398,0,0.35670962929725647
1575845922.1204762,0,0.28766584396362305
1575845925.0349734,0,0.41593560576438904
1575845944.7062783,0,0.409905344247818
1575846004.5008504,0,0.3372846841812134
1575846007.4424977,0,0.31507962942123413
1575846016.2557063,0,0.3771294355392456
1575846031.9506416,0,0.7134127616882324
1575846077.107748,0,0.2539839744567871
1575846082.025979,0,0.5563646554946899
1575846102.6707542,0,0.3461393117904663
1575846107.571454,0,0.3877258896827698
1575846114.4398863,0,0.3150811791419983
1575846120.334058,0,0.36768782138824463
1575846154.6798878,0,0.348154753446579
1575846156.6332176,0,0.322274386882782
1575846164.4871888,0,0.3849060833454132
1575846185.0923483,0,0.2670435309410095
1575846192.9464047,0,0.3224779963493347
1575846212.5644102,0,0.2959005832672119
1575846266.0254073,0,0.3456011414527893
1575846267.0698729,0,0.5433626174926758
1575846287.367172,0,0.30362221598625183
1575846290.312491,0,0.28174978494644165
1575846305.0897362,0,0.2685564458370209
1575846308.0390937,0,0.2837841510772705
1575846309.0224202,0,0.31051772832870483
1575846318.8565536,0,0.2827925682067871
1575846337.5262117,0,0.5260763168334961
1575846358.48705,1,0.2865949869155884
1575846380.0980537,1,0.278551310300827
1575846406.6395218,1,0.3206847012042999
1575846422.3589802,1,0.3709260821342468
1575846429.2486894,1,0.20254896581172943
1575846430.237201,1,0.3040578365325928
1575846462.6876125,1,0.1934637576341629
1575846476.4495676,1,0.21601904928684235
1575846483.3460796,1,0.22360235452651978
1575846484.3309898,1,0.21881170570850372
1575846486.3068953,1,0.32171374559402466
1575846489.2602317,1,0.5563333630561829
1575846491.2295825,1,0.23594288527965546
1575846503.051959,1,0.30806392431259155
1575846512.8943193,1,0.19873353838920593
1575846555.2004743,1,0.36638903617858887
1575846563.0635881,1,0.21407289803028107
1575846570.9331765,1,0.23491117358207703
1575846592.5871096,1,0.38615188002586365
1575846596.5187776,1,0.2901967465877533
1575846605.3822875,1,0.24968060851097107
1575846609.3133564,1,0.25481483340263367
1575846611.2786818,1,0.21142861247062683
1575846620.127406,1,0.24130934476852417
1575846625.0461297,1,0.16671861708164215
1575846627.0127594,1,0.18614894151687622
1575846631.9251196,1,0.17691877484321594
1575846633.8896918,1,0.22241252660751343
1575846637.8198745,1,0.23075345158576965
1575846641.7573106,1,0.1909284144639969
1575846647.6692457,1,0.23378820717334747
1575846648.6508417,1,0.28922104835510254
1575846671.268608,1,0.3007346987724304
1575846675.2129803,1,0.27221667766571045
1575846707.7212906,1,0.6452909111976624
1575846720.5401905,1,0.32548901438713074
1575846745.14159,1,0.23894831538200378
1575846747.1081052,1,0.2651495337486267
1575846754.9734178,1,0.3147367835044861
1575846779.5958571,1,0.21786125004291534
1575846782.5429199,1,0.2916197180747986
1575846791.406708,1,0.3635536730289459
1575846799.2798605,1,0.2528371810913086
1575846808.1653593,1,0.3296765387058258
1575846809.1491358,1,0.2644401490688324
1575846815.0613282,1,0.2715892791748047
1575846816.0499613,1,0.2840113937854767
1575846820.961195,1,0.2974209189414978
1575846839.0384517,2,0.2918490171432495
